id,label
1055,airplane
1056,airplane
1057,frog
1058,frog
1059,bird
1060,deer
1061,dog
1062,frog
1063,automobile
1064,automobile
1065,cat
1066,truck
1067,deer
1068,horse
1069,airplane
1070,cat
1071,dog
1072,frog
1073,horse
1074,cat
1075,cat
1076,truck
1077,dog
1078,deer
1079,dog
1080,dog
1081,deer
1082,truck
1083,deer
1084,airplane
1085,ship
1086,airplane
1087,deer
1088,bird
1089,bird
1090,frog
1091,frog
1092,ship
1093,ship
1094,airplane
1095,frog
1096,truck
1097,bird
1098,frog
1099,cat
1100,automobile
1101,dog
1102,airplane
1103,dog
1104,airplane
1105,truck
1106,ship
1107,airplane
1108,horse
1109,truck
1110,frog
1111,automobile
1112,horse
1113,cat
1114,airplane
1115,dog
1116,cat
1117,cat
1118,horse
1119,airplane
1120,cat
1121,ship
1122,bird
1123,cat
1124,ship
1125,horse
1126,dog
1127,automobile
1128,horse
1129,truck
1130,horse
1131,bird
1132,deer
1133,deer
1134,frog
1135,automobile
1136,cat
1137,dog
1138,dog
1139,horse
1140,horse
1141,frog
1142,cat
1143,deer
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,bird
1151,bird
1152,frog
1153,bird
1154,deer
1155,airplane
1156,truck
1157,dog
1158,truck
1159,ship
1160,bird
1161,dog
1162,airplane
1163,airplane
1164,frog
1165,ship
1166,airplane
1167,airplane
1168,automobile
1169,dog
1170,dog
1171,frog
1172,truck
1173,airplane
1174,bird
1175,horse
1176,airplane
1177,bird
1178,automobile
1179,ship
1180,frog
1181,cat
1182,horse
1183,ship
1184,deer
1185,automobile
1186,frog
1187,horse
1188,bird
1189,bird
1190,dog
1191,bird
1192,dog
1193,horse
1194,dog
1195,ship
1196,automobile
1197,horse
1198,dog
1199,frog
1200,horse
1201,truck
1202,horse
1203,frog
1204,horse
1205,frog
1206,cat
1207,airplane
1208,automobile
1209,frog
1210,frog
1211,cat
1212,horse
1213,truck
1214,automobile
1215,ship
1216,deer
1217,ship
1218,bird
1219,deer
1220,automobile
1221,bird
1222,automobile
1223,dog
1224,horse
1225,automobile
1226,frog
1227,automobile
1228,cat
1229,cat
1230,cat
1231,frog
1232,cat
1233,deer
1234,truck
1235,ship
1236,cat
1237,cat
1238,horse
1239,cat
1240,cat
1241,dog
1242,deer
1243,airplane
1244,ship
1245,ship
1246,airplane
1247,horse
1248,airplane
1249,bird
1250,cat
1251,frog
1252,airplane
1253,ship
1254,airplane
1255,automobile
1256,automobile
1257,bird
1258,airplane
1259,airplane
1260,truck
1261,cat
1262,bird
1263,airplane
1264,deer
1265,truck
1266,bird
1267,cat
1268,ship
1269,frog
1270,dog
1271,ship
1272,airplane
1273,ship
1274,dog
1275,cat
1276,frog
1277,bird
1278,horse
1279,bird
1280,frog
1281,cat
1282,airplane
1283,airplane
1284,bird
1285,truck
1286,bird
1287,deer
1288,horse
1289,cat
1290,frog
1291,automobile
1292,airplane
1293,deer
1294,automobile
1295,airplane
1296,horse
1297,frog
1298,deer
1299,truck
1300,dog
1301,automobile
1302,ship
1303,horse
1304,bird
1305,horse
1306,dog
1307,horse
1308,airplane
1309,ship
1310,frog
1311,truck
1312,cat
1313,horse
1314,frog
1315,bird
1316,automobile
1317,frog
1318,horse
1319,cat
1320,dog
1321,dog
1322,deer
1323,airplane
1324,cat
1325,airplane
1326,automobile
1327,horse
1328,dog
1329,automobile
1330,airplane
1331,horse
1332,airplane
1333,frog
1334,truck
1335,cat
1336,dog
1337,dog
1338,cat
1339,ship
1340,cat
1341,automobile
1342,bird
1343,horse
1344,horse
1345,horse
1346,truck
1347,ship
1348,dog
1349,airplane
1350,frog
1351,truck
1352,dog
1353,bird
1354,cat
1355,frog
1356,truck
1357,deer
1358,cat
1359,dog
1360,dog
1361,automobile
1362,automobile
1363,deer
1364,bird
1365,bird
1366,bird
1367,deer
1368,cat
1369,frog
1370,truck
1371,dog
1372,dog
1373,cat
1374,dog
1375,dog
1376,ship
1377,cat
1378,frog
1379,cat
1380,frog
1381,ship
1382,automobile
1383,ship
1384,cat
1385,truck
1386,airplane
1387,ship
1388,deer
1389,cat
1390,cat
1391,ship
1392,frog
1393,frog
1394,ship
1395,bird
1396,horse
1397,deer
1398,truck
1399,ship
1400,airplane
1401,horse
1402,ship
1403,bird
1404,automobile
1405,cat
1406,cat
1407,airplane
1408,frog
1409,deer
1410,dog
1411,cat
1412,airplane
1413,truck
1414,horse
1415,truck
1416,frog
1417,ship
1418,horse
1419,bird
1420,airplane
1421,truck
1422,truck
1423,horse
1424,bird
1425,airplane
1426,frog
1427,dog
1428,dog
1429,bird
1430,dog
1431,airplane
1432,truck
1433,truck
1434,frog
1435,ship
1436,bird
1437,frog
1438,horse
1439,automobile
1440,deer
1441,airplane
1442,dog
1443,frog
1444,frog
1445,automobile
1446,truck
1447,bird
1448,cat
1449,truck
1450,frog
1451,ship
1452,ship
1453,deer
1454,airplane
1455,dog
1456,deer
1457,airplane
1458,horse
1459,cat
1460,horse
1461,bird
1462,ship
1463,frog
1464,ship
1465,bird
1466,airplane
1467,horse
1468,deer
1469,automobile
1470,automobile
1471,cat
1472,deer
1473,frog
1474,ship
1475,deer
1476,automobile
1477,frog
1478,truck
1479,truck
1480,bird
1481,deer
1482,dog
1483,airplane
1484,truck
1485,bird
1486,airplane
1487,ship
1488,cat
1489,cat
1490,horse
1491,airplane
1492,dog
1493,bird
1494,horse
1495,bird
1496,airplane
1497,dog
1498,airplane
1499,ship
1500,dog
1501,airplane
1502,deer
1503,ship
1504,automobile
1505,horse
1506,bird
1507,airplane
1508,bird
1509,horse
1510,airplane
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,deer
1516,frog
1517,automobile
1518,automobile
1519,deer
1520,cat
1521,airplane
1522,truck
1523,automobile
1524,frog
1525,airplane
1526,cat
1527,frog
1528,bird
1529,dog
1530,deer
1531,truck
1532,ship
1533,bird
1534,automobile
1535,deer
1536,ship
1537,truck
1538,deer
1539,ship
1540,cat
1541,ship
1542,dog
1543,dog
1544,frog
1545,automobile
1546,dog
1547,cat
1548,frog
1549,deer
1550,horse
1551,dog
1552,ship
1553,frog
1554,frog
1555,horse
1556,bird
1557,bird
1558,frog
1559,ship
1560,bird
1561,dog
1562,airplane
1563,dog
1564,dog
1565,horse
1566,deer
1567,dog
1568,airplane
1569,dog
1570,frog
1571,truck
1572,bird
1573,automobile
1574,horse
1575,cat
1576,ship
1577,ship
1578,ship
1579,automobile
1580,bird
1581,deer
1582,airplane
1583,ship
1584,frog
1585,airplane
1586,airplane
1587,cat
1588,frog
1589,airplane
1590,airplane
1591,dog
1592,horse
1593,cat
1594,frog
1595,cat
1596,automobile
1597,dog
1598,cat
1599,bird
1600,automobile
1601,cat
1602,airplane
1603,dog
1604,cat
1605,frog
1606,deer
1607,ship
1608,deer
1609,cat
1610,cat
1611,bird
1612,truck
1613,cat
1614,automobile
1615,cat
1616,airplane
1617,airplane
1618,dog
1619,horse
1620,automobile
1621,ship
1622,deer
1623,ship
1624,truck
1625,automobile
1626,ship
1627,frog
1628,deer
1629,airplane
1630,cat
1631,automobile
1632,airplane
1633,airplane
1634,cat
1635,truck
1636,dog
1637,frog
1638,frog
1639,frog
1640,ship
1641,ship
1642,dog
1643,bird
1644,horse
1645,airplane
1646,truck
1647,truck
1648,frog
1649,cat
1650,ship
1651,horse
1652,dog
1653,frog
1654,horse
1655,automobile
1656,cat
1657,cat
1658,frog
1659,horse
1660,airplane
1661,dog
1662,airplane
1663,airplane
1664,ship
1665,cat
1666,cat
1667,cat
1668,ship
1669,cat
1670,automobile
1671,truck
1672,frog
1673,deer
1674,frog
1675,truck
1676,horse
1677,frog
1678,deer
1679,bird
1680,cat
1681,airplane
1682,ship
1683,automobile
1684,ship
1685,bird
1686,cat
1687,dog
1688,ship
1689,ship
1690,truck
1691,dog
1692,bird
1693,deer
1694,horse
1695,ship
1696,airplane
1697,ship
1698,ship
1699,cat
1700,cat
1701,airplane
1702,dog
1703,bird
1704,frog
1705,dog
1706,airplane
1707,truck
1708,frog
1709,bird
1710,truck
1711,bird
1712,deer
1713,truck
1714,deer
1715,bird
1716,airplane
1717,frog
1718,horse
1719,cat
1720,cat
1721,truck
1722,truck
1723,truck
1724,airplane
1725,frog
1726,deer
1727,dog
1728,cat
1729,dog
1730,horse
1731,truck
1732,truck
1733,bird
1734,ship
1735,bird
1736,truck
1737,frog
1738,automobile
1739,airplane
1740,bird
1741,ship
1742,frog
1743,bird
1744,cat
1745,airplane
1746,automobile
1747,horse
1748,bird
1749,cat
1750,frog
1751,automobile
1752,airplane
1753,dog
1754,cat
1755,deer
1756,frog
1757,horse
1758,truck
1759,ship
1760,cat
1761,airplane
1762,ship
1763,bird
1764,cat
1765,truck
1766,dog
1767,airplane
1768,horse
1769,frog
1770,frog
1771,dog
1772,truck
1773,bird
1774,cat
1775,airplane
1776,airplane
1777,cat
1778,dog
1779,ship
1780,ship
1781,truck
1782,bird
1783,cat
1784,deer
1785,cat
1786,truck
1787,automobile
1788,automobile
1789,airplane
1790,frog
1791,dog
1792,truck
1793,ship
1794,automobile
1795,frog
1796,cat
1797,dog
1798,airplane
1799,horse
1800,automobile
1801,ship
1802,cat
1803,cat
1804,airplane
1805,horse
1806,truck
1807,cat
1808,ship
1809,cat
1810,horse
1811,airplane
1812,airplane
1813,cat
1814,ship
1815,dog
1816,bird
1817,dog
1818,airplane
1819,airplane
1820,dog
1821,cat
1822,deer
1823,ship
1824,dog
1825,horse
1826,dog
1827,cat
1828,frog
1829,bird
1830,automobile
1831,ship
1832,cat
1833,truck
1834,truck
1835,airplane
1836,frog
1837,cat
1838,horse
1839,dog
1840,frog
1841,frog
1842,frog
1843,airplane
1844,horse
1845,cat
1846,bird
1847,frog
1848,automobile
1849,bird
1850,cat
1851,dog
1852,frog
1853,dog
1854,ship
1855,airplane
1856,airplane
1857,frog
1858,horse
1859,airplane
1860,automobile
1861,airplane
1862,cat
1863,dog
1864,bird
1865,frog
1866,frog
1867,airplane
1868,bird
1869,deer
1870,deer
1871,airplane
1872,bird
1873,frog
1874,ship
1875,automobile
1876,dog
1877,ship
1878,airplane
1879,dog
1880,automobile
1881,frog
1882,truck
1883,frog
1884,cat
1885,dog
1886,deer
1887,truck
1888,dog
1889,horse
1890,bird
1891,dog
1892,truck
1893,truck
1894,frog
1895,ship
1896,airplane
1897,airplane
1898,deer
1899,truck
1900,frog
1901,truck
1902,truck
1903,truck
1904,airplane
1905,frog
1906,bird
1907,frog
1908,bird
1909,ship
1910,truck
1911,truck
1912,horse
1913,truck
1914,cat
1915,truck
1916,frog
1917,dog
1918,airplane
1919,ship
1920,frog
1921,frog
1922,ship
1923,airplane
1924,frog
1925,frog
1926,airplane
1927,cat
1928,frog
1929,cat
1930,deer
1931,ship
1932,airplane
1933,dog
1934,horse
1935,truck
1936,frog
1937,ship
1938,truck
1939,ship
1940,frog
1941,horse
1942,airplane
1943,bird
1944,horse
1945,ship
1946,cat
1947,ship
1948,bird
1949,frog
1950,cat
1951,dog
1952,bird
1953,frog
1954,bird
1955,horse
1956,deer
1957,frog
1958,truck
1959,bird
1960,ship
1961,automobile
1962,deer
1963,frog
1964,bird
1965,truck
1966,frog
1967,ship
1968,truck
1969,bird
1970,airplane
1971,cat
1972,cat
1973,cat
1974,dog
1975,dog
1976,bird
1977,dog
1978,truck
1979,frog
1980,airplane
1981,cat
1982,dog
1983,truck
1984,airplane
1985,bird
1986,dog
1987,bird
1988,dog
1989,frog
1990,ship
1991,cat
1992,airplane
1993,airplane
1994,truck
1995,deer
1996,dog
1997,dog
1998,frog
1999,horse
2000,automobile
2001,dog
2002,dog
2003,ship
2004,bird
2005,dog
2006,airplane
2007,ship
2008,deer
2009,cat
2010,ship
2011,bird
2012,truck
2013,horse
2014,frog
2015,dog
2016,ship
2017,ship
2018,bird
2019,bird
2020,airplane
2021,dog
2022,dog
2023,deer
2024,bird
2025,dog
2026,dog
2027,dog
2028,cat
2029,bird
2030,horse
2031,bird
2032,airplane
2033,deer
2034,dog
2035,ship
2036,ship
2037,horse
2038,airplane
2039,frog
2040,bird
2041,automobile
2042,frog
2043,airplane
2044,frog
2045,deer
2046,truck
2047,frog
2048,dog
2049,horse
2050,horse
2051,airplane
2052,bird
2053,horse
2054,dog
2055,bird
2056,airplane
2057,truck
2058,horse
2059,frog
2060,airplane
2061,airplane
2062,frog
2063,dog
2064,deer
2065,deer
2066,truck
2067,automobile
2068,truck
2069,cat
2070,cat
2071,frog
2072,cat
2073,deer
2074,frog
2075,horse
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,horse
2082,bird
2083,frog
2084,airplane
2085,dog
2086,horse
2087,frog
2088,dog
2089,ship
2090,cat
2091,cat
2092,horse
2093,horse
2094,airplane
2095,bird
2096,dog
2097,frog
2098,dog
2099,ship
2100,ship
2101,horse
2102,airplane
2103,truck
2104,frog
2105,frog
2106,automobile
2107,horse
2108,ship
2109,automobile
2110,frog
2111,frog
2112,ship
2113,bird
2114,horse
2115,truck
2116,frog
2117,bird
2118,frog
2119,airplane
2120,dog
2121,frog
2122,truck
2123,frog
2124,cat
2125,automobile
2126,cat
2127,ship
2128,ship
2129,truck
2130,deer
2131,automobile
2132,truck
2133,automobile
2134,dog
2135,airplane
2136,truck
2137,horse
2138,cat
2139,dog
2140,horse
2141,automobile
2142,frog
2143,cat
2144,cat
2145,frog
2146,frog
2147,horse
2148,cat
2149,frog
2150,airplane
2151,dog
2152,cat
2153,bird
2154,cat
2155,ship
2156,airplane
2157,horse
2158,horse
2159,truck
2160,frog
2161,frog
2162,cat
2163,ship
2164,truck
2165,frog
2166,frog
2167,automobile
2168,automobile
2169,airplane
2170,cat
2171,truck
2172,horse
2173,deer
2174,airplane
2175,dog
2176,cat
2177,deer
2178,cat
2179,cat
2180,bird
2181,bird
2182,ship
2183,horse
2184,airplane
2185,bird
2186,automobile
2187,frog
2188,dog
2189,automobile
2190,frog
2191,airplane
2192,frog
2193,bird
2194,airplane
2195,airplane
2196,ship
2197,horse
2198,bird
2199,frog
2200,bird
2201,airplane
2202,bird
2203,horse
2204,airplane
2205,airplane
2206,horse
2207,truck
2208,dog
2209,airplane
2210,frog
2211,ship
2212,truck
2213,dog
2214,truck
2215,frog
2216,ship
2217,dog
2218,airplane
2219,deer
2220,airplane
2221,truck
2222,automobile
2223,frog
2224,dog
2225,dog
2226,cat
2227,airplane
2228,cat
2229,ship
2230,frog
2231,horse
2232,deer
2233,dog
2234,airplane
2235,deer
2236,airplane
2237,automobile
2238,horse
2239,airplane
2240,deer
2241,ship
2242,dog
2243,automobile
2244,horse
2245,cat
2246,horse
2247,frog
2248,cat
2249,cat
2250,deer
2251,cat
2252,truck
2253,cat
2254,bird
2255,horse
2256,truck
2257,cat
2258,ship
2259,truck
2260,frog
2261,airplane
2262,dog
2263,airplane
2264,frog
2265,cat
2266,bird
2267,dog
2268,horse
2269,horse
2270,frog
2271,cat
2272,ship
2273,automobile
2274,deer
2275,horse
2276,truck
2277,truck
2278,ship
2279,ship
2280,horse
2281,frog
2282,cat
2283,horse
2284,frog
2285,frog
2286,frog
2287,automobile
2288,frog
2289,automobile
2290,frog
2291,ship
2292,truck
2293,deer
2294,ship
2295,bird
2296,truck
2297,cat
2298,bird
2299,ship
2300,dog
2301,dog
2302,horse
2303,cat
2304,airplane
2305,airplane
2306,airplane
2307,cat
2308,deer
2309,automobile
2310,frog
2311,airplane
2312,automobile
2313,cat
2314,dog
2315,truck
2316,truck
2317,dog
2318,ship
2319,frog
2320,cat
2321,dog
2322,frog
2323,deer
2324,frog
2325,frog
2326,deer
2327,frog
2328,automobile
2329,truck
2330,deer
2331,bird
2332,cat
2333,cat
2334,ship
2335,automobile
2336,dog
2337,deer
2338,cat
2339,airplane
2340,dog
2341,cat
2342,horse
2343,truck
2344,automobile
2345,airplane
2346,frog
2347,frog
2348,frog
2349,bird
2350,airplane
2351,frog
2352,frog
2353,dog
2354,deer
2355,bird
2356,dog
2357,horse
2358,frog
2359,dog
2360,airplane
2361,horse
2362,frog
2363,ship
2364,frog
2365,airplane
2366,truck
2367,airplane
2368,airplane
2369,dog
2370,ship
2371,horse
2372,cat
2373,ship
2374,truck
2375,ship
2376,cat
2377,airplane
2378,ship
2379,frog
2380,automobile
2381,truck
2382,bird
2383,truck
2384,airplane
2385,frog
2386,ship
2387,airplane
2388,horse
2389,frog
2390,deer
2391,bird
2392,automobile
2393,ship
2394,bird
2395,bird
2396,frog
2397,cat
2398,frog
2399,cat
2400,ship
2401,truck
2402,bird
2403,ship
2404,frog
2405,frog
2406,frog
2407,horse
2408,ship
2409,dog
2410,cat
2411,cat
2412,deer
2413,truck
2414,cat
2415,truck
2416,bird
2417,cat
2418,frog
2419,cat
2420,dog
2421,frog
